533498,181201,100000
532301,181746,100001
532160,181151,100002
531981,180844,100003
528515,184869,100004
530464,182403,100005
527663,185479,100006
529082,182617,100007
530238,182761,100008
524888,185067,100009
529912,184835,100010
528706,186594,100011
528386,185209,100012
529725,183195,100013
527677,185424,100014
528886,184273,100015
525140,184253,100016
525140,184253,100017
529095,182598,100018
526483,185916,100019
528304,183909,100020
528334,184823,100021
529342,183487,100022
529559,185072,100023
529559,185072,100024
528230,185638,100025
526566,185411,100026
529117,185613,100027
526518,186095,100028
528821,182991,100029
525336,185264,100030
526301,185733,100031
526445,184601,100032
528675,184432,100033
529113,185066,100034
527199,185281,100035
531156,181834,100036
529505,183062,100037
529641,182910,100038
527842,185252,100039
530763,182065,100040
530415,181368,100041
525389,183932,100042
529495,183146,100043
529204,183886,100044
528861,185010,100045
527498,184129,100046
525360,183998,100047
529268,183862,100048
528159,184498,100049
528369,186019,100050
529555,183356,100051
524402,185633,100052
528962,185931,100053
529441,184659,100054
529642,182873,100055
528267,186049,100056
529066,184477,100057
528379,186191,100059
530533,182041,100060
526978,185153,100061
525551,185876,100062
527291,184479,100063
526932,184533,100064
526202,185414,100065
528739,183866,100066
526543,185092,100067
526368,184811,100068
527001,184495,100069
526536,185454,100070
526549,184913,100071
526875,185297,100072
527085,185400,100073
526640,185531,100074
526981,184414,100075
526491,184607,100076
527781,184808,100077
526506,185985,100078
526681,185700,100079
526456,185413,100080
526211,184422,100081
528672,184981,100082
526640,185531,100083
527535,184578,100084
530372,181878,100085
525526,184221,100086
524350,185100,100087
526485,184553,100088
525479,184878,100089
526368,184950,100090
530000,183795,100091
528612,184451,100092
526234,183905,100093
527297,185410,100094
490670,193438,100095
526914,184029,100096
537362,177674,100097
541837,178429,100098
546762,178508,100099
543130,177700,100100
543058,179008,100101
539393,178453,100102
541731,175472,100103
541763,175533,100104
543979,177956,100105
541639,174217,100106
539778,178137,100107
543070,172575,100108
546854,178507,100109
546803,178377,100110
539725,179099,100111
545054,174230,100112
545529,178546,100113
538003,176437,100114
541222,177219,100115
545170,178615,100116
545112,178560,100117
543387,175634,100118
543387,175634,100119
541517,175119,100120
544595,178418,100121
544595,178418,100122
543406,177516,100123
543464,177512,100124
540841,178110,100125
545821,178268,100126
542832,175288,100127
543070,172575,100128
541948,174911,100129
540019,178163,100130
542011,175689,100131
540826,173663,100132
537289,177940,100133
540412,177493,100134
538073,177440,100135
541246,176520,100136
538861,177987,100137
541724,173671,100138
541724,173671,100139
544151,177486,100140
540764,177627,100141
541865,178397,100142
545264,177428,100143
545264,177428,100144
542375,178697,100145
543932,173264,100146
543448,171926,100147
540311,175836,100148
543480,171884,100149
547069,179278,100150
545525,177585,100151
546656,179560,100152
538073,177440,100153
540596,175520,100154
542625,178829,100155
544122,178461,100156
546939,180338,100157
544682,179291,100158
546738,180895,100159
543887,178056,100160
541763,175533,100161
544981,177699,100162
543186,178646,100163
541549,177353,100164
539398,178485,100165
543236,176562,100166
542989,174524,100167
540873,177706,100168
539329,178289,100169
544274,178095,100170
543194,178936,100171
543505,174748,100172
544893,178594,100173
538127,177732,100174
543728,178491,100175
542156,175625,100176
546166,179075,100177
541151,175396,100178
543633,177821,100179
546767,180139,100180
547142,180957,100181
542250,174421,100182
544831,178057,100183
543268,176919,100184
542034,176480,100185
546423,179244,100186
546432,180397,100187
541806,174461,100188
544345,174937,100189
540856,175919,100190
546432,180397,100191
539630,177440,100192
538590,177088,100193
546176,177800,100194
540926,177226,100195
543353,174161,100196
546726,180495,100197
540209,177029,100198
540095,176757,100199
540433,174828,100200
543704,172762,100201
540572,174309,100202
539675,176150,100203
541778,174205,100204
542173,177854,100205
545275,176991,100206
539092,178006,100207
544584,178535,100208
527323,128190,100209
545275,176991,100210
546020,178549,100211
535916,184524,100212
533227,183661,100213
532830,186146,100214
532830,186146,100215
534440,185098,100216
534224,186153,100217
535671,184827,100218
533197,183412,100219
533197,183412,100220
533631,185118,100221
534233,188030,100222
536126,185583,100223
533254,184727,100224
536980,184834,100225
534450,184386,100226
534450,184386,100227
533752,183613,100228
535636,183779,100229
534642,183828,100230
535218,185910,100231
535292,184869,100232
534289,186613,100233
535394,184242,100234
533825,184027,100235
533638,183358,100236
535529,185756,100237
535529,185756,100238
533380,185516,100239
534243,183445,100240
533714,185576,100241
535010,186746,100242
532494,183307,100243
534111,187372,100244
532859,183527,100245
533537,186525,100246
533537,186525,100247
532393,187810,100248
532393,187810,100249
536310,185685,100250
533018,187474,100251
532960,185754,100252
534149,187016,100253
534277,185987,100254
534738,186059,100255
534968,187170,100256
533510,187449,100257
532963,186776,100258
531839,186844,100259
534224,186153,100260
536002,186066,100261
535275,184989,100262
533726,184592,100263
533206,184640,100264
536148,184781,100265
532997,183073,100266
533258,185524,100267
533242,182802,100268
534264,183839,100269
535320,184155,100270
533081,186564,100271
532839,186834,100272
536148,184781,100273
534408,186210,100274
533974,186970,100275
534629,185541,100276
533829,183266,100277
535150,185780,100278
532879,186072,100279
535413,185117,100280
533913,185496,100281
533481,187911,100282
533613,187732,100283
535046,184634,100284
535492,184933,100285
534007,187246,100286
533530,187905,100287
533070,187597,100288
534258,187015,100289
533621,187688,100290
532994,187930,100291
533621,187688,100292
533153,187929,100293
534146,187743,100294
533811,187086,100295
533841,187130,100296
532915,187972,100297
533958,187920,100298
533064,187207,100299
534460,187173,100300
535773,185881,100301
534019,186915,100302
537643,179702,100303
533594,184875,100304
535111,186949,100305
533934,186825,100306
534629,185541,100307
534610,185902,100308
548154,167569,100309
532712,182910,100310
533294,185654,100311
526230,185034,100312
524788,177797,100313
524381,176662,100314
522759,180583,100315
522645,179588,100316
524114,178545,100317
524079,177674,100318
524386,176045,100319
523727,176629,100320
523706,179379,100321
524403,178848,100322
522755,181081,100323
522760,179365,100324
522938,180698,100325
523026,179840,100326
522600,180100,100327
522590,178797,100328
525224,177604,100329
524737,176318,100330
522501,182898,100331
525887,176415,100332
523316,179271,100333
523607,177859,100334
521948,181361,100335
525419,176228,100336
523582,177153,100337
524416,177532,100338
525155,176169,100339
521631,179719,100340
522318,180664,100341
524798,177764,100342
522430,179776,100343
524167,176390,100344
525175,176754,100345
522568,179018,100346
524414,177667,100347
523886,178719,100348
524468,176864,100349
523932,179282,100350
523176,178344,100351
522274,178492,100352
523106,180001,100353
521890,179649,100354
522736,180735,100355
523812,178559,100356
524581,177345,100357
524042,176935,100358
522377,180823,100359
524106,177335,100360
525368,175859,100361
522925,181489,100362
523435,178678,100363
525134,176562,100364
525516,177432,100365
523743,178859,100366
512858,169744,100367
523536,178930,100368
522972,178861,100369
522457,178593,100370
523811,178942,100371
525016,176786,100372
522386,178711,100373
524356,176938,100374
525738,176341,100375
522559,178561,100376
525219,177429,100377
522062,180146,100378
522820,181248,100379
493805,167066,100380
522684,180419,100381
522474,180669,100382
524849,178270,100383
529985,187573,100384
530441,183608,100385
530859,186986,100386
529580,186846,100387
531240,183798,100388
532490,184260,100389
531173,184131,100390
531064,184788,100391
530342,184544,100392
531770,184284,100393
529695,186359,100394
530915,184906,100395
530897,185227,100396
531678,186560,100397
531811,184603,100398
531811,184603,100399
532186,183947,100400
530584,183537,100401
531433,185329,100402
530146,187006,100403
532490,184260,100404
531802,186280,100405
530483,186145,100406
531982,183273,100407
529016,186684,100408
531400,182600,100409
0,0,100410
531535,184551,100411
530782,186383,100412
530782,186383,100413
532624,182325,100414
531942,182766,100415
532981,185349,100416
532981,185349,100417
530838,186121,100418
531312,183446,100419
530937,186804,100420
530937,186804,100421
530342,184544,100422
532543,183917,100423
532543,183917,100424
531173,184131,100425
530952,183516,100426
531770,184284,100427
530634,183172,100428
529695,186359,100429
529772,185609,100430
532387,185620,100431
530090,187755,100432
529455,187610,100433
532376,182029,100434
529995,184974,100435
531189,182756,100436
530896,185179,100437
531600,183377,100438
529508,186512,100439
531758,186077,100440
528892,187162,100441
533263,184936,100442
532463,182576,100443
530342,186726,100444
531162,184855,100445
531845,184012,100446
531847,182367,100447
530855,183827,100448
532024,185906,100449
530746,186961,100450
530554,183629,100451
531981,185153,100452
529750,185518,100453
532038,183639,100454
531721,185476,100455
530684,187037,100456
531007,183248,100457
532888,182441,100458
529090,187296,100459
529728,187094,100460
532064,182084,100461
531874,182346,100462
531998,181875,100463
532062,186143,100464
530478,187599,100465
532471,183058,100466
531979,183618,100467
531766,183453,100468
531990,185060,100469
529551,186862,100470
532288,183851,100471
524508,181712,100472
524052,180593,100473
527203,177835,100474
524578,181680,100475
523612,180946,100476
526554,177396,100477
523831,181997,100478
524414,181794,100479
526029,178368,100480
524779,181067,100481
525233,180251,100482
527415,178681,100483
524136,182280,100484
523676,181272,100485
526612,177707,100486
524052,180593,100487
524214,181162,100488
527556,177871,100489
528059,178778,100490
527141,178427,100491
524351,182075,100492
525153,179172,100493
523827,180762,100494
524226,180422,100495
527685,178707,100496
525573,179680,100497
525509,178268,100498
524221,182203,100499
526204,177810,100500
524948,179954,100501
527685,178707,100502
523952,181650,100503
526486,178667,100504
